ID	A-coref	B-coref
669-control	FALSE	TRUE
669-swap-1	TRUE	TRUE
669-swap-2	TRUE	TRUE
671	FALSE	FALSE
671-control	FALSE	FALSE
671-swap-1	FALSE	FALSE
671-swap-2	FALSE	FALSE
673	FALSE	TRUE
673-control	FALSE	TRUE
673-swap-1	FALSE	TRUE
673-swap-2	TRUE	TRUE
674	FALSE	FALSE
674-control	FALSE	FALSE
674-swap-1	FALSE	FALSE
674-swap-2	FALSE	FALSE
678	FALSE	TRUE
678-control	FALSE	TRUE
678-swap-1	FALSE	TRUE
678-swap-2	FALSE	TRUE
679	FALSE	TRUE
679-control	FALSE	TRUE
679-swap-1	FALSE	TRUE
679-swap-2	FALSE	TRUE
680	FALSE	TRUE
680-control	FALSE	TRUE
680-swap-1	FALSE	TRUE
680-swap-2	FALSE	TRUE
682	TRUE	FALSE
682-control	TRUE	FALSE
682-swap-1	TRUE	FALSE
682-swap-2	TRUE	FALSE
688	TRUE	FALSE
688-control	TRUE	FALSE
688-swap-1	TRUE	FALSE
688-swap-2	TRUE	FALSE
694	FALSE	TRUE
694-control	FALSE	TRUE
694-swap-1	FALSE	TRUE
694-swap-2	FALSE	TRUE
696	TRUE	FALSE
696-control	TRUE	FALSE
696-swap-1	TRUE	FALSE
696-swap-2	TRUE	FALSE
698	FALSE	FALSE
698-control	FALSE	FALSE
698-swap-1	FALSE	FALSE
698-swap-2	FALSE	FALSE
704	TRUE	FALSE
704-control	TRUE	FALSE
704-swap-1	TRUE	FALSE
704-swap-2	TRUE	FALSE
705	TRUE	FALSE
705-control	FALSE	FALSE
705-swap-1	TRUE	FALSE
705-swap-2	TRUE	FALSE
706	FALSE	TRUE
706-control	FALSE	TRUE
706-swap-1	FALSE	TRUE
706-swap-2	FALSE	TRUE
713	FALSE	TRUE
713-control	FALSE	TRUE
713-swap-1	FALSE	FALSE
713-swap-2	FALSE	FALSE
718	TRUE	FALSE
718-control	TRUE	FALSE
718-swap-1	TRUE	FALSE
718-swap-2	FALSE	TRUE
721	TRUE	FALSE
721-control	TRUE	FALSE
721-swap-1	TRUE	FALSE
721-swap-2	TRUE	FALSE
724	TRUE	FALSE
724-control	FALSE	FALSE
724-swap-1	TRUE	FALSE
724-swap-2	TRUE	FALSE
725	FALSE	FALSE
725-control	FALSE	FALSE
725-swap-1	FALSE	FALSE
725-swap-2	FALSE	FALSE
726	FALSE	TRUE
726-control	FALSE	TRUE
726-swap-1	FALSE	TRUE
726-swap-2	FALSE	TRUE
727	FALSE	TRUE
727-control	FALSE	TRUE
727-swap-1	FALSE	TRUE
727-swap-2	FALSE	TRUE
730	FALSE	TRUE
730-control	FALSE	TRUE
730-swap-1	FALSE	TRUE
730-swap-2	FALSE	TRUE
731	FALSE	FALSE
731-control	FALSE	FALSE
731-swap-1	TRUE	FALSE
731-swap-2	TRUE	FALSE
732	TRUE	FALSE
732-control	TRUE	FALSE
732-swap-1	TRUE	FALSE
732-swap-2	TRUE	FALSE
733	TRUE	FALSE
733-control	TRUE	FALSE
733-swap-1	TRUE	FALSE
733-swap-2	TRUE	FALSE
734	TRUE	FALSE
734-control	TRUE	FALSE
734-swap-1	TRUE	FALSE
734-swap-2	TRUE	FALSE
738	TRUE	FALSE
738-control	TRUE	FALSE
738-swap-1	TRUE	FALSE
738-swap-2	TRUE	FALSE
742	TRUE	TRUE
742-control	FALSE	TRUE
742-swap-1	FALSE	TRUE
742-swap-2	FALSE	TRUE
743	TRUE	TRUE
743-control	FALSE	TRUE
743-swap-1	FALSE	TRUE
743-swap-2	FALSE	TRUE
744	TRUE	TRUE
744-control	FALSE	TRUE
744-swap-1	FALSE	TRUE
744-swap-2	FALSE	TRUE
746	FALSE	TRUE
746-control	FALSE	TRUE
746-swap-1	FALSE	TRUE
746-swap-2	FALSE	TRUE
747	FALSE	TRUE
747-control	FALSE	TRUE
747-swap-1	FALSE	TRUE
747-swap-2	FALSE	TRUE
748	FALSE	TRUE
748-control	FALSE	TRUE
748-swap-1	FALSE	TRUE
748-swap-2	FALSE	TRUE
749	FALSE	TRUE
749-control	FALSE	TRUE
749-swap-1	FALSE	TRUE
749-swap-2	FALSE	TRUE
754	TRUE	FALSE
754-control	TRUE	FALSE
754-swap-1	TRUE	FALSE
754-swap-2	TRUE	FALSE
757	FALSE	TRUE
757-control	FALSE	TRUE
757-swap-1	FALSE	TRUE
757-swap-2	FALSE	TRUE
758	FALSE	TRUE
758-control	FALSE	TRUE
758-swap-1	FALSE	TRUE
758-swap-2	FALSE	TRUE
761	FALSE	TRUE
761-control	FALSE	TRUE
761-swap-1	FALSE	TRUE
761-swap-2	FALSE	TRUE
762	FALSE	FALSE
762-control	FALSE	FALSE
762-swap-1	FALSE	FALSE
762-swap-2	FALSE	FALSE
764	FALSE	FALSE
764-control	FALSE	FALSE
764-swap-1	FALSE	FALSE
764-swap-2	FALSE	FALSE
765	FALSE	FALSE
765-control	FALSE	FALSE
765-swap-1	FALSE	FALSE
765-swap-2	FALSE	FALSE
768	FALSE	TRUE
768-control	FALSE	TRUE
768-swap-1	FALSE	TRUE
768-swap-2	FALSE	TRUE
769	TRUE	FALSE
769-control	TRUE	FALSE
769-swap-1	TRUE	FALSE
769-swap-2	TRUE	FALSE
771	FALSE	TRUE
771-control	FALSE	TRUE
771-swap-1	FALSE	TRUE
771-swap-2	FALSE	TRUE
774	FALSE	TRUE
774-control	FALSE	TRUE
774-swap-1	FALSE	TRUE
774-swap-2	FALSE	TRUE
775	FALSE	TRUE
775-control	FALSE	TRUE
775-swap-1	FALSE	TRUE
775-swap-2	FALSE	TRUE
779	TRUE	FALSE
779-control	TRUE	FALSE
779-swap-1	FALSE	TRUE
779-swap-2	FALSE	TRUE
780	FALSE	FALSE
780-control	FALSE	FALSE
780-swap-1	FALSE	FALSE
780-swap-2	FALSE	FALSE
782	FALSE	TRUE
782-control	FALSE	TRUE
782-swap-1	FALSE	TRUE
782-swap-2	FALSE	TRUE
786	TRUE	FALSE
786-control	TRUE	FALSE
786-swap-1	TRUE	FALSE
786-swap-2	TRUE	FALSE
787	FALSE	FALSE
787-control	FALSE	FALSE
787-swap-1	FALSE	FALSE
787-swap-2	FALSE	FALSE
788	TRUE	FALSE
788-control	TRUE	FALSE
788-swap-1	TRUE	FALSE
788-swap-2	TRUE	FALSE
791	FALSE	TRUE
791-control	FALSE	TRUE
791-swap-1	FALSE	TRUE
791-swap-2	FALSE	TRUE
792	FALSE	TRUE
792-control	FALSE	TRUE
792-swap-1	FALSE	TRUE
792-swap-2	FALSE	TRUE
793	FALSE	TRUE
793-control	FALSE	TRUE
793-swap-1	FALSE	TRUE
793-swap-2	FALSE	TRUE
794	FALSE	TRUE
794-control	FALSE	TRUE
794-swap-1	FALSE	TRUE
794-swap-2	FALSE	TRUE
796	FALSE	TRUE
796-control	FALSE	TRUE
796-swap-1	FALSE	TRUE
796-swap-2	FALSE	TRUE
797	FALSE	TRUE
797-control	FALSE	TRUE
797-swap-1	FALSE	TRUE
797-swap-2	FALSE	TRUE
800	FALSE	FALSE
800-control	FALSE	FALSE
800-swap-1	FALSE	FALSE
800-swap-2	FALSE	FALSE
801	FALSE	TRUE
801-control	FALSE	TRUE
801-swap-1	FALSE	TRUE
801-swap-2	FALSE	TRUE
802	TRUE	TRUE
802-control	TRUE	TRUE
802-swap-1	FALSE	TRUE
802-swap-2	FALSE	TRUE
803	TRUE	FALSE
803-control	TRUE	FALSE
803-swap-1	TRUE	FALSE
803-swap-2	TRUE	FALSE
805	TRUE	FALSE
805-control	TRUE	FALSE
805-swap-1	TRUE	FALSE
805-swap-2	TRUE	FALSE
806	TRUE	FALSE
806-control	TRUE	FALSE
806-swap-1	TRUE	TRUE
806-swap-2	FALSE	TRUE
807	TRUE	FALSE
807-control	TRUE	FALSE
807-swap-1	TRUE	TRUE
807-swap-2	FALSE	TRUE
809	FALSE	TRUE
809-control	TRUE	FALSE
809-swap-1	TRUE	FALSE
809-swap-2	FALSE	TRUE
812	FALSE	TRUE
812-control	FALSE	TRUE
812-swap-1	FALSE	TRUE
812-swap-2	FALSE	TRUE
813	FALSE	TRUE
813-control	FALSE	TRUE
813-swap-1	FALSE	TRUE
813-swap-2	FALSE	TRUE
814	FALSE	TRUE
814-control	FALSE	TRUE
814-swap-1	FALSE	TRUE
814-swap-2	FALSE	TRUE
818	FALSE	FALSE
818-control	FALSE	FALSE
818-swap-1	FALSE	FALSE
818-swap-2	FALSE	FALSE
824	FALSE	FALSE
824-control	TRUE	FALSE
824-swap-1	TRUE	FALSE
824-swap-2	FALSE	FALSE
827	FALSE	TRUE
827-control	FALSE	TRUE
827-swap-1	FALSE	TRUE
827-swap-2	FALSE	TRUE
832	FALSE	TRUE
832-control	FALSE	TRUE
832-swap-1	FALSE	TRUE
832-swap-2	FALSE	TRUE
834	FALSE	FALSE
834-control	FALSE	FALSE
834-swap-1	FALSE	FALSE
834-swap-2	FALSE	FALSE
837	TRUE	FALSE
837-control	TRUE	FALSE
837-swap-1	TRUE	FALSE
837-swap-2	TRUE	FALSE
838	TRUE	FALSE
838-control	TRUE	FALSE
838-swap-1	TRUE	FALSE
838-swap-2	TRUE	FALSE
841	TRUE	FALSE
841-control	TRUE	FALSE
841-swap-1	TRUE	FALSE
841-swap-2	TRUE	FALSE
843	TRUE	FALSE
843-control	TRUE	FALSE
843-swap-1	TRUE	FALSE
843-swap-2	TRUE	FALSE
846	TRUE	FALSE
846-control	TRUE	FALSE
846-swap-1	TRUE	FALSE
846-swap-2	TRUE	FALSE
847	TRUE	FALSE
847-control	TRUE	FALSE
847-swap-1	TRUE	FALSE
847-swap-2	TRUE	FALSE
848	TRUE	FALSE
848-control	TRUE	FALSE
848-swap-1	TRUE	FALSE
848-swap-2	TRUE	FALSE
850	FALSE	TRUE
850-control	FALSE	TRUE
850-swap-1	FALSE	TRUE
850-swap-2	FALSE	TRUE
851	TRUE	FALSE
851-control	FALSE	TRUE
851-swap-1	FALSE	TRUE
851-swap-2	FALSE	TRUE
856	FALSE	FALSE
856-control	TRUE	FALSE
856-swap-1	FALSE	FALSE
856-swap-2	FALSE	FALSE
864	FALSE	TRUE
864-control	FALSE	TRUE
864-swap-1	FALSE	TRUE
864-swap-2	FALSE	TRUE
866	FALSE	FALSE
866-control	FALSE	FALSE
866-swap-1	FALSE	FALSE
866-swap-2	FALSE	FALSE
870	TRUE	FALSE
870-control	TRUE	FALSE
870-swap-1	TRUE	FALSE
870-swap-2	TRUE	FALSE
871	FALSE	TRUE
871-control	FALSE	TRUE
871-swap-1	FALSE	TRUE
871-swap-2	FALSE	TRUE
872	FALSE	TRUE
872-control	FALSE	TRUE
872-swap-1	FALSE	TRUE
872-swap-2	FALSE	TRUE
874	TRUE	FALSE
874-control	TRUE	FALSE
874-swap-1	TRUE	FALSE
874-swap-2	TRUE	FALSE
881	FALSE	TRUE
881-control	FALSE	TRUE
881-swap-1	FALSE	TRUE
881-swap-2	FALSE	TRUE
884	TRUE	FALSE
884-control	TRUE	FALSE
884-swap-1	TRUE	FALSE
884-swap-2	TRUE	FALSE
887	FALSE	TRUE
887-control	FALSE	TRUE
887-swap-1	FALSE	TRUE
887-swap-2	FALSE	TRUE
889	FALSE	TRUE
889-control	FALSE	TRUE
889-swap-1	FALSE	TRUE
889-swap-2	FALSE	TRUE
890	FALSE	TRUE
890-control	FALSE	TRUE
890-swap-1	FALSE	TRUE
890-swap-2	FALSE	TRUE
892	TRUE	FALSE
892-control	FALSE	FALSE
892-swap-1	TRUE	FALSE
892-swap-2	TRUE	FALSE
894	TRUE	FALSE
894-control	TRUE	FALSE
894-swap-1	TRUE	FALSE
894-swap-2	TRUE	FALSE
899	TRUE	FALSE
899-control	TRUE	FALSE
899-swap-1	TRUE	FALSE
899-swap-2	TRUE	FALSE
902	TRUE	FALSE
902-control	TRUE	FALSE
902-swap-1	TRUE	FALSE
902-swap-2	TRUE	FALSE
908	FALSE	TRUE
908-control	FALSE	TRUE
908-swap-1	FALSE	TRUE
908-swap-2	FALSE	TRUE
909	FALSE	TRUE
909-control	FALSE	TRUE
909-swap-1	FALSE	TRUE
909-swap-2	FALSE	TRUE
910	FALSE	TRUE
910-control	FALSE	TRUE
910-swap-1	FALSE	TRUE
910-swap-2	FALSE	TRUE
911	TRUE	FALSE
911-control	TRUE	FALSE
911-swap-1	FALSE	FALSE
911-swap-2	TRUE	FALSE
912	FALSE	FALSE
912-control	FALSE	FALSE
912-swap-1	FALSE	FALSE
912-swap-2	FALSE	FALSE
913	FALSE	FALSE
913-control	FALSE	FALSE
913-swap-1	FALSE	FALSE
913-swap-2	FALSE	FALSE
916	TRUE	FALSE
916-control	TRUE	FALSE
916-swap-1	TRUE	FALSE
916-swap-2	TRUE	FALSE
920	TRUE	FALSE
920-control	TRUE	FALSE
920-swap-1	TRUE	FALSE
920-swap-2	TRUE	FALSE
922	TRUE	FALSE
922-control	TRUE	FALSE
922-swap-1	TRUE	FALSE
922-swap-2	TRUE	FALSE
923	FALSE	TRUE
923-control	FALSE	TRUE
923-swap-1	FALSE	TRUE
923-swap-2	FALSE	TRUE
930	FALSE	TRUE
930-control	FALSE	TRUE
930-swap-1	FALSE	FALSE
930-swap-2	FALSE	TRUE
931	FALSE	TRUE
931-control	FALSE	TRUE
931-swap-1	FALSE	TRUE
931-swap-2	FALSE	TRUE
938	TRUE	FALSE
938-control	TRUE	FALSE
938-swap-1	TRUE	FALSE
938-swap-2	TRUE	FALSE
944	FALSE	TRUE
944-control	FALSE	TRUE
944-swap-1	FALSE	TRUE
944-swap-2	FALSE	TRUE
955	FALSE	TRUE
955-control	FALSE	TRUE
955-swap-1	FALSE	TRUE
955-swap-2	FALSE	TRUE
956	FALSE	TRUE
956-control	FALSE	TRUE
956-swap-1	FALSE	TRUE
956-swap-2	FALSE	TRUE
960	FALSE	TRUE
960-control	FALSE	TRUE
960-swap-1	FALSE	TRUE
960-swap-2	FALSE	TRUE
964	FALSE	TRUE
964-control	FALSE	TRUE
964-swap-1	FALSE	TRUE
964-swap-2	FALSE	TRUE
969	FALSE	FALSE
969-control	FALSE	FALSE
969-swap-1	FALSE	FALSE
969-swap-2	FALSE	FALSE
970	FALSE	TRUE
970-control	FALSE	TRUE
970-swap-1	FALSE	TRUE
970-swap-2	FALSE	TRUE
973	TRUE	FALSE
973-control	TRUE	FALSE
973-swap-1	TRUE	FALSE
973-swap-2	TRUE	FALSE
976	FALSE	TRUE
976-control	FALSE	TRUE
976-swap-1	FALSE	TRUE
976-swap-2	FALSE	TRUE
977	TRUE	FALSE
977-control	TRUE	FALSE
977-swap-1	TRUE	FALSE
977-swap-2	TRUE	FALSE
978	TRUE	FALSE
978-control	TRUE	FALSE
978-swap-1	TRUE	FALSE
978-swap-2	TRUE	FALSE
979	FALSE	FALSE
979-control	FALSE	FALSE
979-swap-1	FALSE	FALSE
979-swap-2	FALSE	FALSE
984	FALSE	TRUE
984-control	FALSE	TRUE
984-swap-1	FALSE	TRUE
984-swap-2	FALSE	TRUE
987	TRUE	FALSE
987-control	TRUE	FALSE
987-swap-1	TRUE	FALSE
987-swap-2	TRUE	FALSE
990	TRUE	FALSE
990-control	TRUE	FALSE
990-swap-1	TRUE	FALSE
990-swap-2	TRUE	FALSE
993	FALSE	TRUE
993-control	FALSE	TRUE
993-swap-1	FALSE	TRUE
993-swap-2	FALSE	TRUE
994	FALSE	TRUE
994-control	FALSE	TRUE
994-swap-1	FALSE	TRUE
994-swap-2	FALSE	TRUE
995	TRUE	FALSE
995-control	TRUE	FALSE
995-swap-1	TRUE	FALSE
995-swap-2	TRUE	FALSE
997	FALSE	TRUE
997-control	FALSE	TRUE
997-swap-1	FALSE	TRUE
997-swap-2	FALSE	TRUE
1000	TRUE	FALSE
1000-control	TRUE	FALSE
1000-swap-1	TRUE	FALSE
1000-swap-2	TRUE	FALSE
1003	TRUE	FALSE
1003-control	TRUE	FALSE
1003-swap-1	TRUE	FALSE
1003-swap-2	TRUE	FALSE
1005	TRUE	FALSE
1005-control	TRUE	FALSE
1005-swap-1	TRUE	FALSE
1005-swap-2	TRUE	FALSE
1008	FALSE	TRUE
1008-control	FALSE	TRUE
1008-swap-1	FALSE	TRUE
1008-swap-2	FALSE	TRUE
1009	FALSE	TRUE
1009-control	FALSE	TRUE
1009-swap-1	FALSE	TRUE
1009-swap-2	FALSE	TRUE
1014	FALSE	TRUE
1014-control	FALSE	TRUE
1014-swap-1	FALSE	TRUE
1014-swap-2	FALSE	TRUE
1017	FALSE	FALSE
1017-control	FALSE	FALSE
1017-swap-1	FALSE	FALSE
1017-swap-2	FALSE	FALSE
1018	TRUE	FALSE
1018-control	TRUE	FALSE
1018-swap-1	TRUE	FALSE
1018-swap-2	TRUE	FALSE
1020	FALSE	FALSE
1020-control	FALSE	FALSE
1020-swap-1	FALSE	FALSE
1020-swap-2	FALSE	FALSE
1023	TRUE	FALSE
1023-control	TRUE	FALSE
1023-swap-1	TRUE	FALSE
1023-swap-2	TRUE	FALSE
1026	TRUE	FALSE
1026-control	TRUE	FALSE
1026-swap-1	TRUE	FALSE
1026-swap-2	TRUE	FALSE
1029	FALSE	TRUE
1029-control	TRUE	TRUE
1029-swap-1	FALSE	TRUE
1029-swap-2	FALSE	TRUE
1032	FALSE	TRUE
1032-control	FALSE	TRUE
1032-swap-1	FALSE	TRUE
1032-swap-2	FALSE	TRUE
1033	TRUE	FALSE
1033-control	TRUE	FALSE
1033-swap-1	TRUE	FALSE
1033-swap-2	TRUE	FALSE
1034	TRUE	FALSE
1034-control	TRUE	FALSE
1034-swap-1	TRUE	FALSE
1034-swap-2	TRUE	FALSE
1046	FALSE	TRUE
1046-control	FALSE	TRUE
1046-swap-1	FALSE	FALSE
1046-swap-2	FALSE	FALSE
1049	FALSE	TRUE
1049-control	TRUE	FALSE
1049-swap-1	FALSE	TRUE
1049-swap-2	FALSE	TRUE
1051	FALSE	TRUE
1051-control	FALSE	TRUE
1051-swap-1	FALSE	TRUE
1051-swap-2	FALSE	TRUE
1055	FALSE	TRUE
1055-control	FALSE	TRUE
1055-swap-1	FALSE	TRUE
1055-swap-2	FALSE	TRUE
1056	FALSE	TRUE
1056-control	FALSE	TRUE
1056-swap-1	FALSE	TRUE
1056-swap-2	FALSE	TRUE
1057	TRUE	FALSE
1057-control	TRUE	FALSE
1057-swap-1	TRUE	FALSE
1057-swap-2	TRUE	FALSE
1060	FALSE	FALSE
1060-control	FALSE	FALSE
1060-swap-1	FALSE	FALSE
1060-swap-2	FALSE	FALSE
1062	FALSE	TRUE
1062-control	FALSE	TRUE
1062-swap-1	FALSE	TRUE
1062-swap-2	FALSE	TRUE
1063	FALSE	TRUE
1063-control	FALSE	TRUE
1063-swap-1	FALSE	TRUE
1063-swap-2	FALSE	TRUE
1075	TRUE	TRUE
1075-control	TRUE	TRUE
1075-swap-1	TRUE	TRUE
1075-swap-2	TRUE	TRUE
1077	FALSE	FALSE
1077-control	FALSE	FALSE
1077-swap-1	FALSE	FALSE
1077-swap-2	FALSE	FALSE
1079	TRUE	FALSE
1079-control	TRUE	FALSE
1079-swap-1	TRUE	FALSE
1079-swap-2	TRUE	FALSE
1084	FALSE	FALSE
1084-control	FALSE	FALSE
1084-swap-1	FALSE	FALSE
1084-swap-2	FALSE	TRUE
1085	FALSE	FALSE
1085-control	FALSE	TRUE
1085-swap-1	FALSE	FALSE
1085-swap-2	FALSE	FALSE
1087	TRUE	FALSE
1087-control	TRUE	FALSE
1087-swap-1	TRUE	FALSE
1087-swap-2	TRUE	FALSE
1091	FALSE	TRUE
1091-control	FALSE	TRUE
1091-swap-1	FALSE	TRUE
1091-swap-2	FALSE	TRUE
1092	TRUE	TRUE
1092-control	FALSE	TRUE
1092-swap-1	FALSE	TRUE
1092-swap-2	FALSE	TRUE
1096	FALSE	FALSE
1096-control	FALSE	FALSE
1096-swap-1	FALSE	FALSE
1096-swap-2	FALSE	FALSE
1097	FALSE	TRUE
1097-control	FALSE	TRUE
1097-swap-1	FALSE	TRUE
1097-swap-2	FALSE	TRUE
1099	FALSE	FALSE
1099-control	FALSE	FALSE
1099-swap-1	FALSE	FALSE
1099-swap-2	FALSE	FALSE
1103	FALSE	TRUE
1103-control	FALSE	TRUE
1103-swap-1	FALSE	TRUE
1103-swap-2	FALSE	TRUE
1104	FALSE	FALSE
1104-control	FALSE	FALSE
1104-swap-1	FALSE	FALSE
1104-swap-2	FALSE	FALSE
1106	FALSE	TRUE
1106-control	FALSE	TRUE
1106-swap-1	FALSE	TRUE
1106-swap-2	FALSE	TRUE
1108	FALSE	TRUE
1108-control	FALSE	TRUE
1108-swap-1	FALSE	TRUE
1108-swap-2	FALSE	TRUE
1109	TRUE	FALSE
1109-control	TRUE	FALSE
1109-swap-1	TRUE	FALSE
1109-swap-2	TRUE	FALSE
1110	FALSE	TRUE
1110-control	FALSE	TRUE
1110-swap-1	FALSE	TRUE
1110-swap-2	FALSE	TRUE
1118	FALSE	TRUE
1118-control	FALSE	TRUE
1118-swap-1	FALSE	TRUE
1118-swap-2	FALSE	TRUE
1124	TRUE	FALSE
1124-control	FALSE	FALSE
1124-swap-1	TRUE	FALSE
1124-swap-2	TRUE	FALSE
1128	TRUE	FALSE
1128-control	TRUE	FALSE
1128-swap-1	TRUE	FALSE
1128-swap-2	TRUE	FALSE
1131	FALSE	TRUE
1131-control	FALSE	TRUE
1131-swap-1	FALSE	TRUE
1131-swap-2	FALSE	TRUE
1132	FALSE	TRUE
1132-control	FALSE	TRUE
1132-swap-1	FALSE	TRUE
1132-swap-2	FALSE	TRUE
1134	FALSE	TRUE
1134-control	FALSE	TRUE
1134-swap-1	FALSE	TRUE
1134-swap-2	TRUE	TRUE
1135	FALSE	TRUE
1135-control	FALSE	TRUE
1135-swap-1	FALSE	TRUE
1135-swap-2	FALSE	TRUE
1136	FALSE	TRUE
1136-control	FALSE	TRUE
1136-swap-1	FALSE	TRUE
1136-swap-2	FALSE	TRUE
1137	FALSE	FALSE
1137-control	FALSE	FALSE
1137-swap-1	FALSE	FALSE
1137-swap-2	FALSE	FALSE
1141	FALSE	TRUE
1141-control	FALSE	TRUE
1141-swap-1	FALSE	TRUE
1141-swap-2	FALSE	TRUE
1142	FALSE	TRUE
1142-control	FALSE	TRUE
1142-swap-1	FALSE	TRUE
1142-swap-2	FALSE	TRUE
1147	FALSE	FALSE
1147-control	FALSE	FALSE
1147-swap-1	FALSE	FALSE
1147-swap-2	FALSE	FALSE
1149	FALSE	TRUE
1149-control	FALSE	TRUE
1149-swap-1	FALSE	TRUE
1149-swap-2	FALSE	TRUE
1150	FALSE	TRUE
1150-control	FALSE	TRUE
1150-swap-1	FALSE	TRUE
1150-swap-2	FALSE	TRUE
1153	FALSE	TRUE
1153-control	FALSE	TRUE
1153-swap-1	FALSE	TRUE
1153-swap-2	FALSE	TRUE
1155	FALSE	TRUE
1155-control	FALSE	TRUE
1155-swap-1	FALSE	TRUE
1155-swap-2	FALSE	TRUE
1156	FALSE	TRUE
1156-control	FALSE	TRUE
1156-swap-1	FALSE	TRUE
1156-swap-2	FALSE	TRUE
1157	FALSE	TRUE
1157-control	FALSE	TRUE
1157-swap-1	FALSE	TRUE
1157-swap-2	FALSE	TRUE
1158	TRUE	FALSE
1158-control	TRUE	FALSE
1158-swap-1	TRUE	FALSE
1158-swap-2	TRUE	FALSE
1160	TRUE	FALSE
1160-control	TRUE	FALSE
1160-swap-1	TRUE	FALSE
1160-swap-2	TRUE	FALSE
1161	FALSE	TRUE
1161-control	FALSE	TRUE
1161-swap-1	FALSE	TRUE
1161-swap-2	FALSE	TRUE
1163	FALSE	TRUE
1163-control	FALSE	TRUE
1163-swap-1	FALSE	TRUE
1163-swap-2	FALSE	TRUE
1164	FALSE	TRUE
1164-control	FALSE	TRUE
1164-swap-1	FALSE	TRUE
1164-swap-2	FALSE	TRUE
1165	FALSE	TRUE
1165-control	FALSE	TRUE
1165-swap-1	FALSE	TRUE
1165-swap-2	FALSE	TRUE
1170	FALSE	FALSE
1170-control	FALSE	FALSE
1170-swap-1	FALSE	FALSE
1170-swap-2	FALSE	FALSE
1183	FALSE	TRUE
1183-control	FALSE	TRUE
1183-swap-1	FALSE	TRUE
1183-swap-2	FALSE	TRUE
1185	FALSE	TRUE
1185-control	FALSE	TRUE
1185-swap-1	FALSE	TRUE
1185-swap-2	FALSE	TRUE
1188	FALSE	TRUE
1188-control	FALSE	TRUE
1188-swap-1	FALSE	TRUE
1188-swap-2	FALSE	TRUE
1190	FALSE	TRUE
1190-control	FALSE	TRUE
1190-swap-1	FALSE	TRUE
1190-swap-2	FALSE	TRUE
1192	FALSE	TRUE
1192-control	FALSE	TRUE
1192-swap-1	FALSE	TRUE
1192-swap-2	FALSE	TRUE
1194	FALSE	FALSE
