ID	A-coref	B-coref
1194-control	FALSE	FALSE
1194-swap-1	FALSE	FALSE
1194-swap-2	FALSE	FALSE
1197	TRUE	FALSE
1197-control	TRUE	FALSE
1197-swap-1	TRUE	FALSE
1197-swap-2	TRUE	FALSE
1203	FALSE	TRUE
1203-control	FALSE	TRUE
1203-swap-1	FALSE	TRUE
1203-swap-2	FALSE	TRUE
1204	TRUE	FALSE
1204-control	TRUE	FALSE
1204-swap-1	TRUE	FALSE
1204-swap-2	TRUE	FALSE
1205	FALSE	FALSE
1205-control	FALSE	FALSE
1205-swap-1	FALSE	FALSE
1205-swap-2	FALSE	FALSE
1206	TRUE	FALSE
1206-control	TRUE	FALSE
1206-swap-1	TRUE	FALSE
1206-swap-2	TRUE	FALSE
1209	TRUE	FALSE
1209-control	TRUE	FALSE
1209-swap-1	TRUE	FALSE
1209-swap-2	TRUE	FALSE
1212	FALSE	TRUE
1212-control	FALSE	TRUE
1212-swap-1	FALSE	TRUE
1212-swap-2	TRUE	TRUE
1217	FALSE	TRUE
1217-control	TRUE	FALSE
1217-swap-1	FALSE	TRUE
1217-swap-2	FALSE	TRUE
1218	FALSE	TRUE
1218-control	FALSE	TRUE
1218-swap-1	FALSE	TRUE
1218-swap-2	FALSE	TRUE
1221	TRUE	FALSE
1221-control	TRUE	FALSE
1221-swap-1	TRUE	FALSE
1221-swap-2	TRUE	FALSE
1223	FALSE	FALSE
1223-control	FALSE	FALSE
1223-swap-1	FALSE	FALSE
1223-swap-2	FALSE	FALSE
1229	FALSE	FALSE
1229-control	FALSE	FALSE
1229-swap-1	FALSE	FALSE
1229-swap-2	TRUE	FALSE
1230	TRUE	FALSE
1230-control	TRUE	FALSE
1230-swap-1	TRUE	FALSE
1230-swap-2	TRUE	FALSE
1237	FALSE	TRUE
1237-control	FALSE	TRUE
1237-swap-1	FALSE	TRUE
1237-swap-2	FALSE	TRUE
1242	FALSE	TRUE
1242-control	FALSE	TRUE
1242-swap-1	FALSE	TRUE
1242-swap-2	FALSE	TRUE
1244	TRUE	FALSE
1244-control	TRUE	FALSE
1244-swap-1	TRUE	FALSE
1244-swap-2	TRUE	FALSE
1248	FALSE	FALSE
1248-control	FALSE	FALSE
1248-swap-1	FALSE	FALSE
1248-swap-2	FALSE	FALSE
1405	FALSE	TRUE
1405-control	FALSE	TRUE
1405-swap-1	FALSE	TRUE
1405-swap-2	FALSE	TRUE
1406	FALSE	FALSE
1406-control	FALSE	FALSE
1406-swap-1	FALSE	FALSE
1406-swap-2	FALSE	FALSE
1409	FALSE	TRUE
1409-control	FALSE	TRUE
1409-swap-1	FALSE	TRUE
1409-swap-2	FALSE	TRUE
1413	FALSE	TRUE
1413-control	FALSE	TRUE
1413-swap-1	FALSE	TRUE
1413-swap-2	FALSE	TRUE
1414	TRUE	FALSE
1414-control	TRUE	FALSE
1414-swap-1	TRUE	FALSE
1414-swap-2	TRUE	FALSE
1415	TRUE	FALSE
1415-control	TRUE	FALSE
1415-swap-1	TRUE	FALSE
1415-swap-2	TRUE	FALSE
1416	TRUE	FALSE
1416-control	TRUE	FALSE
1416-swap-1	TRUE	FALSE
1416-swap-2	TRUE	FALSE
1418	TRUE	FALSE
1418-control	TRUE	FALSE
1418-swap-1	TRUE	FALSE
1418-swap-2	TRUE	FALSE
1419	FALSE	TRUE
1419-control	FALSE	TRUE
1419-swap-1	FALSE	TRUE
1419-swap-2	FALSE	TRUE
1423	FALSE	FALSE
1423-control	FALSE	FALSE
1423-swap-1	FALSE	FALSE
1423-swap-2	FALSE	FALSE
1424	FALSE	TRUE
1424-control	FALSE	TRUE
1424-swap-1	FALSE	TRUE
1424-swap-2	FALSE	TRUE
1425	FALSE	TRUE
1425-control	FALSE	TRUE
1425-swap-1	FALSE	TRUE
1425-swap-2	FALSE	TRUE
1426	FALSE	TRUE
1426-control	FALSE	TRUE
1426-swap-1	FALSE	TRUE
1426-swap-2	FALSE	TRUE
1430	FALSE	FALSE
1430-control	FALSE	FALSE
1430-swap-1	FALSE	FALSE
1430-swap-2	FALSE	FALSE
1436	FALSE	TRUE
1436-control	FALSE	TRUE
1436-swap-1	FALSE	TRUE
1436-swap-2	FALSE	TRUE
1438	TRUE	FALSE
1438-control	TRUE	FALSE
1438-swap-1	TRUE	FALSE
1438-swap-2	TRUE	FALSE
1440	TRUE	FALSE
1440-control	TRUE	FALSE
1440-swap-1	TRUE	FALSE
1440-swap-2	TRUE	FALSE
1441	FALSE	TRUE
1441-control	FALSE	TRUE
1441-swap-1	TRUE	TRUE
1441-swap-2	FALSE	TRUE
1442	FALSE	TRUE
1442-control	FALSE	TRUE
1442-swap-1	FALSE	TRUE
1442-swap-2	FALSE	TRUE
1448	TRUE	FALSE
1448-control	TRUE	FALSE
1448-swap-1	FALSE	TRUE
1448-swap-2	TRUE	TRUE
1449	TRUE	TRUE
1449-control	TRUE	TRUE
1449-swap-1	TRUE	TRUE
1449-swap-2	TRUE	TRUE
1450	TRUE	TRUE
1450-control	TRUE	TRUE
1450-swap-1	TRUE	TRUE
1450-swap-2	TRUE	TRUE
1452	FALSE	TRUE
1452-control	FALSE	TRUE
1452-swap-1	FALSE	TRUE
1452-swap-2	FALSE	TRUE
1455	FALSE	TRUE
1455-control	FALSE	TRUE
1455-swap-1	FALSE	TRUE
1455-swap-2	FALSE	TRUE
1456	TRUE	FALSE
1456-control	TRUE	FALSE
1456-swap-1	TRUE	FALSE
1456-swap-2	TRUE	FALSE
1459	FALSE	FALSE
1459-control	FALSE	FALSE
1459-swap-1	FALSE	FALSE
1459-swap-2	FALSE	FALSE
1465	TRUE	FALSE
1465-control	TRUE	FALSE
1465-swap-1	TRUE	FALSE
1465-swap-2	FALSE	TRUE
1466	TRUE	FALSE
1466-control	TRUE	FALSE
1466-swap-1	TRUE	FALSE
1466-swap-2	TRUE	FALSE
1467	TRUE	FALSE
1467-control	TRUE	FALSE
1467-swap-1	TRUE	FALSE
1467-swap-2	TRUE	FALSE
1476	FALSE	TRUE
1476-control	FALSE	FALSE
1476-swap-1	FALSE	FALSE
1476-swap-2	FALSE	FALSE
1482	TRUE	FALSE
1482-control	TRUE	FALSE
1482-swap-1	TRUE	FALSE
1482-swap-2	TRUE	FALSE
1483	TRUE	FALSE
1483-control	TRUE	FALSE
1483-swap-1	TRUE	FALSE
1483-swap-2	TRUE	FALSE
1484	TRUE	FALSE
1484-control	TRUE	FALSE
1484-swap-1	TRUE	FALSE
1484-swap-2	TRUE	FALSE
1490	FALSE	TRUE
1490-control	TRUE	FALSE
1490-swap-1	FALSE	TRUE
1490-swap-2	TRUE	TRUE
1493	TRUE	FALSE
1493-control	TRUE	FALSE
1493-swap-1	TRUE	FALSE
1493-swap-2	TRUE	TRUE
1495	FALSE	FALSE
1495-control	FALSE	FALSE
1495-swap-1	FALSE	FALSE
1495-swap-2	FALSE	FALSE
1496	FALSE	TRUE
1496-control	FALSE	TRUE
1496-swap-1	FALSE	TRUE
1496-swap-2	FALSE	TRUE
1503	TRUE	FALSE
1503-control	TRUE	FALSE
1503-swap-1	TRUE	FALSE
1503-swap-2	TRUE	FALSE
1504	FALSE	TRUE
1504-control	FALSE	TRUE
1504-swap-1	FALSE	TRUE
1504-swap-2	FALSE	TRUE
1505	FALSE	TRUE
1505-control	FALSE	TRUE
1505-swap-1	FALSE	TRUE
1505-swap-2	FALSE	TRUE
1519	FALSE	TRUE
1519-control	FALSE	TRUE
1519-swap-1	FALSE	TRUE
1519-swap-2	FALSE	TRUE
1520	FALSE	FALSE
1520-control	FALSE	FALSE
1520-swap-1	FALSE	FALSE
1520-swap-2	FALSE	FALSE
1521	FALSE	TRUE
1521-control	FALSE	TRUE
1521-swap-1	FALSE	TRUE
1521-swap-2	FALSE	TRUE
1524	TRUE	FALSE
1524-control	TRUE	FALSE
1524-swap-1	TRUE	FALSE
1524-swap-2	TRUE	FALSE
1525	TRUE	FALSE
1525-control	TRUE	FALSE
1525-swap-1	TRUE	FALSE
1525-swap-2	TRUE	FALSE
1526	TRUE	FALSE
1526-control	TRUE	FALSE
1526-swap-1	FALSE	FALSE
1526-swap-2	TRUE	FALSE
1527	TRUE	FALSE
1527-control	TRUE	FALSE
1527-swap-1	TRUE	FALSE
1527-swap-2	TRUE	FALSE
1528	FALSE	FALSE
1528-control	FALSE	FALSE
1528-swap-1	FALSE	FALSE
1528-swap-2	FALSE	FALSE
1529	FALSE	TRUE
1529-control	FALSE	TRUE
1529-swap-1	FALSE	TRUE
1529-swap-2	FALSE	TRUE
1531	FALSE	FALSE
1531-control	FALSE	FALSE
1531-swap-1	FALSE	FALSE
1531-swap-2	FALSE	FALSE
1532	FALSE	TRUE
1532-control	FALSE	TRUE
1532-swap-1	FALSE	TRUE
1532-swap-2	FALSE	TRUE
1533	FALSE	TRUE
1533-control	FALSE	TRUE
1533-swap-1	FALSE	TRUE
1533-swap-2	FALSE	TRUE
1541	FALSE	FALSE
1541-control	FALSE	FALSE
1541-swap-1	FALSE	FALSE
1541-swap-2	FALSE	FALSE
1542	FALSE	FALSE
1542-control	FALSE	FALSE
1542-swap-1	FALSE	FALSE
1542-swap-2	FALSE	FALSE
1550	FALSE	FALSE
1550-control	FALSE	FALSE
1550-swap-1	FALSE	FALSE
1550-swap-2	FALSE	FALSE
1551	FALSE	FALSE
1551-control	FALSE	FALSE
1551-swap-1	FALSE	FALSE
1551-swap-2	FALSE	FALSE
1552	FALSE	FALSE
1552-control	FALSE	FALSE
1552-swap-1	FALSE	TRUE
1552-swap-2	FALSE	FALSE
1553	FALSE	FALSE
1553-control	FALSE	FALSE
1553-swap-1	FALSE	FALSE
1553-swap-2	FALSE	FALSE
1554	FALSE	FALSE
1554-control	FALSE	FALSE
1554-swap-1	FALSE	FALSE
1554-swap-2	FALSE	FALSE
1555	FALSE	FALSE
1555-control	FALSE	FALSE
1555-swap-1	FALSE	FALSE
1555-swap-2	FALSE	FALSE
1556	FALSE	FALSE
1556-control	FALSE	FALSE
1556-swap-1	FALSE	FALSE
1556-swap-2	FALSE	FALSE
1557	FALSE	FALSE
1557-control	FALSE	FALSE
1557-swap-1	FALSE	FALSE
1557-swap-2	FALSE	FALSE
1558	FALSE	FALSE
1558-control	FALSE	FALSE
1558-swap-1	FALSE	FALSE
1558-swap-2	FALSE	FALSE
1559	FALSE	FALSE
1559-control	FALSE	FALSE
1559-swap-1	FALSE	FALSE
1559-swap-2	FALSE	FALSE
1563	FALSE	TRUE
1563-control	FALSE	TRUE
1563-swap-1	FALSE	TRUE
1563-swap-2	FALSE	TRUE
1567	TRUE	FALSE
1567-control	TRUE	FALSE
1567-swap-1	TRUE	FALSE
1567-swap-2	TRUE	FALSE
1569	FALSE	TRUE
1569-control	FALSE	TRUE
1569-swap-1	FALSE	TRUE
1569-swap-2	FALSE	TRUE
1570	TRUE	FALSE
1570-control	TRUE	FALSE
1570-swap-1	TRUE	FALSE
1570-swap-2	TRUE	FALSE
1577	FALSE	TRUE
1577-control	FALSE	TRUE
1577-swap-1	FALSE	TRUE
1577-swap-2	FALSE	TRUE
1578	FALSE	TRUE
1578-control	FALSE	TRUE
1578-swap-1	FALSE	TRUE
1578-swap-2	FALSE	TRUE
1579	FALSE	TRUE
1579-control	FALSE	TRUE
1579-swap-1	FALSE	TRUE
1579-swap-2	FALSE	TRUE
1585	FALSE	TRUE
1585-control	FALSE	TRUE
1585-swap-1	FALSE	TRUE
1585-swap-2	FALSE	TRUE
1586	FALSE	TRUE
1586-control	FALSE	TRUE
1586-swap-1	FALSE	TRUE
1586-swap-2	FALSE	TRUE
1588	FALSE	FALSE
1588-control	FALSE	FALSE
1588-swap-1	FALSE	FALSE
1588-swap-2	FALSE	FALSE
1590	FALSE	FALSE
1590-control	FALSE	FALSE
1590-swap-1	FALSE	FALSE
1590-swap-2	FALSE	FALSE
1605	FALSE	TRUE
1605-control	FALSE	TRUE
1605-swap-1	FALSE	TRUE
1605-swap-2	FALSE	TRUE
1607	FALSE	TRUE
1607-control	FALSE	TRUE
1607-swap-1	FALSE	TRUE
1607-swap-2	FALSE	TRUE
1611	FALSE	FALSE
1611-control	FALSE	FALSE
1611-swap-1	FALSE	FALSE
1611-swap-2	FALSE	FALSE
1612	FALSE	TRUE
1612-control	TRUE	TRUE
1612-swap-1	TRUE	TRUE
1612-swap-2	TRUE	TRUE
1613	FALSE	TRUE
1613-control	TRUE	TRUE
1613-swap-1	TRUE	TRUE
1613-swap-2	TRUE	TRUE
1616	FALSE	TRUE
1616-control	FALSE	TRUE
1616-swap-1	FALSE	TRUE
1616-swap-2	FALSE	TRUE
1627	TRUE	FALSE
1627-control	TRUE	FALSE
1627-swap-1	TRUE	FALSE
1627-swap-2	TRUE	FALSE
1628	TRUE	FALSE
1628-control	TRUE	FALSE
1628-swap-1	TRUE	FALSE
1628-swap-2	TRUE	FALSE
1629	TRUE	FALSE
1629-control	TRUE	FALSE
1629-swap-1	TRUE	FALSE
1629-swap-2	TRUE	FALSE
1631	FALSE	FALSE
1631-control	FALSE	FALSE
1631-swap-1	FALSE	FALSE
1631-swap-2	FALSE	FALSE
1633	FALSE	TRUE
1633-control	FALSE	TRUE
1633-swap-1	FALSE	TRUE
1633-swap-2	FALSE	TRUE
1634	FALSE	FALSE
1634-control	FALSE	FALSE
1634-swap-1	FALSE	FALSE
1634-swap-2	FALSE	FALSE
1635	TRUE	FALSE
1635-control	TRUE	FALSE
1635-swap-1	TRUE	FALSE
1635-swap-2	TRUE	FALSE
1637	TRUE	FALSE
1637-control	TRUE	FALSE
1637-swap-1	TRUE	FALSE
1637-swap-2	TRUE	FALSE
1638	TRUE	FALSE
1638-control	TRUE	FALSE
1638-swap-1	TRUE	FALSE
1638-swap-2	TRUE	FALSE
1639	TRUE	FALSE
1639-control	TRUE	FALSE
1639-swap-1	TRUE	FALSE
1639-swap-2	TRUE	FALSE
1644	TRUE	FALSE
1644-control	FALSE	TRUE
1644-swap-1	FALSE	TRUE
1644-swap-2	TRUE	FALSE
1645	FALSE	FALSE
1645-control	FALSE	TRUE
1645-swap-1	FALSE	TRUE
1645-swap-2	FALSE	TRUE
1649	FALSE	TRUE
1649-control	FALSE	TRUE
1649-swap-1	FALSE	TRUE
1649-swap-2	FALSE	TRUE
1650	FALSE	TRUE
1650-control	FALSE	TRUE
1650-swap-1	FALSE	TRUE
1650-swap-2	FALSE	TRUE
1651	FALSE	TRUE
1651-control	FALSE	TRUE
1651-swap-1	FALSE	TRUE
1651-swap-2	FALSE	TRUE
1654	FALSE	TRUE
1654-control	FALSE	TRUE
1654-swap-1	FALSE	TRUE
1654-swap-2	FALSE	TRUE
1656	FALSE	TRUE
1656-control	FALSE	TRUE
1656-swap-1	FALSE	TRUE
1656-swap-2	FALSE	TRUE
1657	FALSE	FALSE
1657-control	FALSE	FALSE
1657-swap-1	FALSE	FALSE
1657-swap-2	FALSE	FALSE
1658	TRUE	FALSE
1658-control	TRUE	TRUE
1658-swap-1	TRUE	FALSE
1658-swap-2	FALSE	FALSE
1659	FALSE	TRUE
1659-control	FALSE	TRUE
1659-swap-1	FALSE	TRUE
1659-swap-2	FALSE	TRUE
1662	FALSE	TRUE
1662-control	FALSE	TRUE
1662-swap-1	FALSE	TRUE
1662-swap-2	FALSE	TRUE
1663	FALSE	FALSE
1663-control	FALSE	FALSE
1663-swap-1	FALSE	FALSE
1663-swap-2	FALSE	FALSE
1664	TRUE	FALSE
1664-control	TRUE	FALSE
1664-swap-1	TRUE	FALSE
1664-swap-2	TRUE	FALSE
1668	FALSE	TRUE
1668-control	FALSE	TRUE
1668-swap-1	FALSE	TRUE
1668-swap-2	FALSE	TRUE
1670	TRUE	TRUE
1670-control	TRUE	TRUE
1670-swap-1	TRUE	TRUE
1670-swap-2	TRUE	TRUE
1671	TRUE	TRUE
1671-control	TRUE	TRUE
1671-swap-1	TRUE	TRUE
1671-swap-2	TRUE	TRUE
1672	TRUE	TRUE
1672-control	TRUE	TRUE
1672-swap-1	TRUE	TRUE
1672-swap-2	TRUE	TRUE
1674	TRUE	FALSE
1674-control	TRUE	FALSE
1674-swap-1	TRUE	FALSE
1674-swap-2	TRUE	FALSE
1676	TRUE	FALSE
1676-control	TRUE	FALSE
1676-swap-1	TRUE	FALSE
1676-swap-2	TRUE	FALSE
1679	TRUE	FALSE
1679-control	TRUE	FALSE
1679-swap-1	TRUE	FALSE
1679-swap-2	TRUE	FALSE
1681	FALSE	FALSE
1681-control	FALSE	FALSE
1681-swap-1	FALSE	FALSE
1681-swap-2	FALSE	FALSE
1683	TRUE	TRUE
1683-control	TRUE	TRUE
1683-swap-1	FALSE	FALSE
1683-swap-2	FALSE	FALSE
1684	TRUE	TRUE
1684-control	TRUE	TRUE
1684-swap-1	FALSE	FALSE
1684-swap-2	FALSE	FALSE
1685	FALSE	TRUE
1685-control	TRUE	TRUE
1685-swap-1	FALSE	FALSE
1685-swap-2	FALSE	TRUE
1689	FALSE	TRUE
1689-control	FALSE	TRUE
1689-swap-1	TRUE	FALSE
1689-swap-2	FALSE	TRUE
1696	FALSE	FALSE
1696-control	FALSE	FALSE
1696-swap-1	FALSE	FALSE
1696-swap-2	FALSE	FALSE
1697	FALSE	FALSE
1697-control	FALSE	FALSE
1697-swap-1	FALSE	TRUE
1697-swap-2	TRUE	FALSE
1708	FALSE	TRUE
1708-control	FALSE	TRUE
1708-swap-1	FALSE	TRUE
1708-swap-2	FALSE	TRUE
1709	FALSE	FALSE
1709-control	FALSE	FALSE
1709-swap-1	FALSE	FALSE
1709-swap-2	FALSE	FALSE
1715	FALSE	TRUE
1715-control	FALSE	TRUE
1715-swap-1	FALSE	TRUE
1715-swap-2	FALSE	TRUE
1716	FALSE	TRUE
1716-control	FALSE	TRUE
1716-swap-1	FALSE	TRUE
1716-swap-2	FALSE	TRUE
1717	FALSE	TRUE
1717-control	FALSE	TRUE
1717-swap-1	FALSE	TRUE
1717-swap-2	FALSE	TRUE
1718	FALSE	TRUE
1718-control	FALSE	TRUE
1718-swap-1	FALSE	TRUE
1718-swap-2	FALSE	TRUE
1725	FALSE	TRUE
1725-control	FALSE	TRUE
1725-swap-1	FALSE	TRUE
1725-swap-2	FALSE	TRUE
1731	TRUE	FALSE
1731-control	TRUE	FALSE
1731-swap-1	TRUE	FALSE
1731-swap-2	TRUE	FALSE
1735	FALSE	TRUE
1735-control	FALSE	TRUE
1735-swap-1	TRUE	TRUE
1735-swap-2	TRUE	TRUE
1736	FALSE	TRUE
1736-control	FALSE	TRUE
1736-swap-1	FALSE	TRUE
1736-swap-2	FALSE	TRUE
1737	FALSE	FALSE
1737-control	FALSE	FALSE
1737-swap-1	FALSE	FALSE
1737-swap-2	FALSE	FALSE
1739	FALSE	FALSE
1739-control	FALSE	FALSE
1739-swap-1	FALSE	FALSE
1739-swap-2	FALSE	FALSE
1743	FALSE	FALSE
1743-control	FALSE	FALSE
1743-swap-1	FALSE	FALSE
1743-swap-2	FALSE	FALSE
1745	FALSE	FALSE
1745-control	FALSE	FALSE
1745-swap-1	FALSE	FALSE
1745-swap-2	FALSE	FALSE
1748	FALSE	TRUE
1748-control	FALSE	TRUE
1748-swap-1	FALSE	TRUE
1748-swap-2	FALSE	TRUE
1751	FALSE	TRUE
1751-control	FALSE	TRUE
1751-swap-1	FALSE	TRUE
1751-swap-2	FALSE	TRUE
1752	FALSE	FALSE
1752-control	FALSE	FALSE
1752-swap-1	FALSE	FALSE
1752-swap-2	FALSE	FALSE
1753	TRUE	FALSE
1753-control	TRUE	FALSE
1753-swap-1	TRUE	FALSE
1753-swap-2	TRUE	FALSE
1754	TRUE	FALSE
1754-control	TRUE	FALSE
1754-swap-1	TRUE	FALSE
1754-swap-2	TRUE	FALSE
1758	TRUE	FALSE
1758-control	TRUE	FALSE
1758-swap-1	TRUE	FALSE
1758-swap-2	FALSE	FALSE
1759	TRUE	FALSE
1759-control	TRUE	FALSE
1759-swap-1	TRUE	FALSE
1759-swap-2	TRUE	FALSE
1760	TRUE	FALSE
1760-control	TRUE	FALSE
1760-swap-1	TRUE	FALSE
1760-swap-2	TRUE	FALSE
1761	FALSE	TRUE
1761-control	FALSE	TRUE
1761-swap-1	FALSE	TRUE
1761-swap-2	FALSE	TRUE
1762	FALSE	FALSE
1762-control	FALSE	FALSE
1762-swap-1	FALSE	FALSE
1762-swap-2	FALSE	FALSE
1764	FALSE	FALSE
1764-control	FALSE	FALSE
1764-swap-1	FALSE	FALSE
1764-swap-2	FALSE	FALSE
1767	FALSE	TRUE
1767-control	FALSE	TRUE
1767-swap-1	FALSE	TRUE
1767-swap-2	FALSE	TRUE
1769	FALSE	TRUE
1769-control	FALSE	TRUE
1769-swap-1	FALSE	TRUE
1769-swap-2	FALSE	TRUE
1770	FALSE	TRUE
1770-control	FALSE	TRUE
1770-swap-1	FALSE	TRUE
1770-swap-2	FALSE	TRUE
1771	FALSE	TRUE
1771-control	FALSE	FALSE
1771-swap-1	FALSE	FALSE
1771-swap-2	FALSE	FALSE
1772	FALSE	TRUE
1772-control	FALSE	TRUE
1772-swap-1	FALSE	TRUE
1772-swap-2	FALSE	TRUE
1773	TRUE	TRUE
1773-control	FALSE	TRUE
1773-swap-1	FALSE	TRUE
1773-swap-2	FALSE	TRUE
1775	TRUE	FALSE
1775-control	TRUE	FALSE
1775-swap-1	TRUE	FALSE
1775-swap-2	TRUE	FALSE
1780	FALSE	TRUE
1780-control	FALSE	TRUE
1780-swap-1	FALSE	TRUE
1780-swap-2	FALSE	TRUE
1781	FALSE	TRUE
1781-control	FALSE	TRUE
1781-swap-1	FALSE	TRUE
1781-swap-2	FALSE	TRUE
1782	FALSE	FALSE
1782-control	FALSE	FALSE
1782-swap-1	FALSE	FALSE
1782-swap-2	FALSE	FALSE
1783	FALSE	FALSE
1783-control	FALSE	FALSE
1783-swap-1	FALSE	TRUE
1783-swap-2	FALSE	TRUE
1784	FALSE	TRUE
1784-control	TRUE	TRUE
1784-swap-1	TRUE	TRUE
1784-swap-2	FALSE	TRUE
1790	TRUE	FALSE
1790-control	TRUE	FALSE
1790-swap-1	TRUE	FALSE
1790-swap-2	TRUE	FALSE
1791	TRUE	FALSE
1791-control	TRUE	FALSE
1791-swap-1	TRUE	FALSE
1791-swap-2	TRUE	FALSE
1792	FALSE	FALSE
1792-control	FALSE	FALSE
1792-swap-1	FALSE	FALSE
1792-swap-2	FALSE	FALSE
1793	FALSE	FALSE
1793-control	FALSE	FALSE
1793-swap-1	FALSE	FALSE
1793-swap-2	FALSE	FALSE
1805	FALSE	TRUE
1805-control	FALSE	TRUE
1805-swap-1	FALSE	TRUE
1805-swap-2	FALSE	TRUE
1806	FALSE	TRUE
1806-control	FALSE	TRUE
1806-swap-1	FALSE	TRUE
1806-swap-2	FALSE	TRUE
1811	FALSE	FALSE
1811-control	FALSE	FALSE
1811-swap-1	FALSE	FALSE
1811-swap-2	FALSE	FALSE
1812	FALSE	FALSE
1812-control	FALSE	FALSE
1812-swap-1	FALSE	FALSE
1812-swap-2	FALSE	FALSE
1813	FALSE	TRUE
1813-control	FALSE	TRUE
1813-swap-1	FALSE	TRUE
1813-swap-2	FALSE	TRUE
1821	FALSE	TRUE
1821-control	FALSE	TRUE
1821-swap-1	FALSE	TRUE
1821-swap-2	FALSE	TRUE
1822	FALSE	TRUE
1822-control	FALSE	TRUE
1822-swap-1	FALSE	TRUE
1822-swap-2	FALSE	TRUE
1823	FALSE	FALSE
1823-control	FALSE	FALSE
1823-swap-1	FALSE	FALSE
1823-swap-2	FALSE	FALSE
1826	TRUE	FALSE
1826-control	TRUE	FALSE
1826-swap-1	TRUE	FALSE
1826-swap-2	TRUE	FALSE
1827	FALSE	TRUE
1827-control	FALSE	TRUE
1827-swap-1	FALSE	TRUE
1827-swap-2	FALSE	TRUE
1828	FALSE	TRUE
1828-control	FALSE	TRUE
1828-swap-1	FALSE	TRUE
1828-swap-2	FALSE	TRUE
1829	FALSE	TRUE
1829-control	FALSE	TRUE
1829-swap-1	FALSE	TRUE
1829-swap-2	FALSE	TRUE
1830	FALSE	TRUE
1830-control	FALSE	TRUE
1830-swap-1	FALSE	TRUE
1830-swap-2	FALSE	TRUE
1831	FALSE	TRUE
1831-control	FALSE	TRUE
1831-swap-1	FALSE	TRUE
1831-swap-2	FALSE	TRUE
1839	FALSE	TRUE
1839-control	FALSE	TRUE
1839-swap-1	FALSE	TRUE
1839-swap-2	FALSE	TRUE
1847	FALSE	TRUE
1847-control	TRUE	TRUE
1847-swap-1	FALSE	TRUE
1847-swap-2	FALSE	TRUE
1848	FALSE	TRUE
1848-control	TRUE	TRUE
1848-swap-1	FALSE	TRUE
1848-swap-2	FALSE	TRUE
1856	FALSE	TRUE
1856-control	FALSE	TRUE
1856-swap-1	FALSE	TRUE
1856-swap-2	FALSE	TRUE
1858	FALSE	TRUE
1858-control	FALSE	TRUE
1858-swap-1	FALSE	TRUE
1858-swap-2	TRUE	FALSE
1861	FALSE	TRUE
1861-control	TRUE	FALSE
1861-swap-1	FALSE	TRUE
