ID	A-coref	B-coref
2374-swap-1	TRUE	FALSE
2374-swap-2	TRUE	FALSE
2375	FALSE	TRUE
2375-control	FALSE	TRUE
2375-swap-1	FALSE	TRUE
2375-swap-2	FALSE	TRUE
2378	FALSE	TRUE
2378-control	FALSE	TRUE
2378-swap-1	FALSE	FALSE
2378-swap-2	FALSE	TRUE
2379	FALSE	TRUE
2379-control	FALSE	TRUE
2379-swap-1	FALSE	FALSE
2379-swap-2	FALSE	TRUE
2380	FALSE	TRUE
2380-control	FALSE	TRUE
2380-swap-1	FALSE	TRUE
2380-swap-2	FALSE	TRUE
2382	TRUE	FALSE
2382-control	FALSE	FALSE
2382-swap-1	TRUE	FALSE
2382-swap-2	TRUE	FALSE
2383	FALSE	TRUE
2383-control	FALSE	TRUE
2383-swap-1	FALSE	FALSE
2383-swap-2	FALSE	TRUE
2384	TRUE	FALSE
2384-control	TRUE	FALSE
2384-swap-1	TRUE	TRUE
2384-swap-2	TRUE	FALSE
2385	FALSE	TRUE
2385-control	FALSE	TRUE
2385-swap-1	FALSE	TRUE
2385-swap-2	FALSE	TRUE
2389	TRUE	FALSE
2389-control	TRUE	FALSE
2389-swap-1	TRUE	FALSE
2389-swap-2	TRUE	FALSE
2393	FALSE	TRUE
2393-control	FALSE	TRUE
2393-swap-1	FALSE	TRUE
2393-swap-2	FALSE	TRUE
2398	FALSE	TRUE
2398-control	FALSE	TRUE
2398-swap-1	FALSE	TRUE
2398-swap-2	FALSE	TRUE
2403	TRUE	FALSE
2403-control	TRUE	FALSE
2403-swap-1	TRUE	FALSE
2403-swap-2	TRUE	FALSE
2409	FALSE	TRUE
2409-control	FALSE	TRUE
2409-swap-1	FALSE	TRUE
2409-swap-2	FALSE	TRUE
2410	FALSE	TRUE
2410-control	FALSE	TRUE
2410-swap-1	FALSE	TRUE
2410-swap-2	FALSE	TRUE
2417	TRUE	FALSE
2417-control	TRUE	FALSE
2417-swap-1	TRUE	FALSE
2417-swap-2	TRUE	FALSE
2419	FALSE	FALSE
2419-control	FALSE	FALSE
2419-swap-1	FALSE	FALSE
2419-swap-2	FALSE	FALSE
2420	FALSE	TRUE
2420-control	FALSE	TRUE
2420-swap-1	FALSE	TRUE
2420-swap-2	FALSE	TRUE
2421	FALSE	TRUE
2421-control	FALSE	TRUE
2421-swap-1	FALSE	TRUE
2421-swap-2	FALSE	TRUE
2423	TRUE	FALSE
2423-control	TRUE	TRUE
2423-swap-1	TRUE	FALSE
2423-swap-2	TRUE	FALSE
2424	FALSE	TRUE
2424-control	TRUE	TRUE
2424-swap-1	FALSE	TRUE
2424-swap-2	FALSE	TRUE
2425	FALSE	FALSE
2425-control	FALSE	FALSE
2425-swap-1	FALSE	FALSE
2425-swap-2	FALSE	FALSE
2426	TRUE	TRUE
2426-control	FALSE	TRUE
2426-swap-1	FALSE	TRUE
2426-swap-2	FALSE	TRUE
2429	FALSE	FALSE
2429-control	FALSE	FALSE
2429-swap-1	FALSE	TRUE
2429-swap-2	FALSE	TRUE
2430	FALSE	TRUE
2430-control	FALSE	TRUE
2430-swap-1	FALSE	TRUE
2430-swap-2	FALSE	TRUE
2432	FALSE	TRUE
2432-control	FALSE	TRUE
2432-swap-1	FALSE	TRUE
2432-swap-2	FALSE	TRUE
2435	FALSE	TRUE
2435-control	FALSE	TRUE
2435-swap-1	FALSE	TRUE
2435-swap-2	FALSE	TRUE
2436	FALSE	TRUE
2436-control	FALSE	TRUE
2436-swap-1	FALSE	TRUE
2436-swap-2	FALSE	TRUE
2438	FALSE	TRUE
2438-control	FALSE	TRUE
2438-swap-1	FALSE	TRUE
2438-swap-2	FALSE	TRUE
2440	FALSE	FALSE
2440-control	FALSE	FALSE
2440-swap-1	FALSE	FALSE
2440-swap-2	FALSE	FALSE
2444	TRUE	FALSE
2444-control	TRUE	FALSE
2444-swap-1	TRUE	FALSE
2444-swap-2	TRUE	FALSE
2457	FALSE	TRUE
2457-control	FALSE	TRUE
2457-swap-1	FALSE	TRUE
2457-swap-2	FALSE	TRUE
2458	TRUE	FALSE
2458-control	TRUE	FALSE
2458-swap-1	TRUE	FALSE
2458-swap-2	TRUE	FALSE
2460	TRUE	FALSE
2460-control	TRUE	FALSE
2460-swap-1	TRUE	FALSE
2460-swap-2	TRUE	FALSE
2462	TRUE	FALSE
2462-control	TRUE	FALSE
2462-swap-1	TRUE	FALSE
2462-swap-2	TRUE	FALSE
2463	FALSE	TRUE
2463-control	FALSE	TRUE
2463-swap-1	FALSE	TRUE
2463-swap-2	FALSE	TRUE
2464	FALSE	TRUE
2464-control	FALSE	TRUE
2464-swap-1	FALSE	TRUE
2464-swap-2	FALSE	TRUE
2465	FALSE	TRUE
2465-control	FALSE	TRUE
2465-swap-1	FALSE	TRUE
2465-swap-2	FALSE	TRUE
2467	FALSE	TRUE
2467-control	FALSE	TRUE
2467-swap-1	FALSE	TRUE
2467-swap-2	FALSE	TRUE
2468	FALSE	FALSE
2468-control	FALSE	FALSE
2468-swap-1	FALSE	FALSE
2468-swap-2	FALSE	FALSE
2475	FALSE	TRUE
2475-control	FALSE	TRUE
2475-swap-1	FALSE	TRUE
2475-swap-2	FALSE	TRUE
2476	FALSE	TRUE
2476-control	FALSE	TRUE
2476-swap-1	FALSE	TRUE
2476-swap-2	FALSE	TRUE
2477	FALSE	TRUE
2477-control	FALSE	TRUE
2477-swap-1	FALSE	TRUE
2477-swap-2	FALSE	TRUE
2479	FALSE	TRUE
2479-control	FALSE	TRUE
2479-swap-1	FALSE	TRUE
2479-swap-2	FALSE	TRUE
2480	FALSE	TRUE
2480-control	FALSE	TRUE
2480-swap-1	FALSE	TRUE
2480-swap-2	FALSE	TRUE
2481	FALSE	TRUE
2481-control	FALSE	TRUE
2481-swap-1	FALSE	TRUE
2481-swap-2	FALSE	TRUE
2482	FALSE	TRUE
2482-control	FALSE	TRUE
2482-swap-1	FALSE	TRUE
2482-swap-2	FALSE	FALSE
2484	FALSE	TRUE
2484-control	FALSE	TRUE
2484-swap-1	FALSE	TRUE
2484-swap-2	FALSE	FALSE
2485	TRUE	FALSE
2485-control	TRUE	FALSE
2485-swap-1	FALSE	TRUE
2485-swap-2	TRUE	FALSE
2487	FALSE	TRUE
2487-control	FALSE	TRUE
2487-swap-1	FALSE	TRUE
2487-swap-2	FALSE	TRUE
2488	FALSE	TRUE
2488-control	FALSE	TRUE
2488-swap-1	FALSE	TRUE
2488-swap-2	FALSE	TRUE
2489	FALSE	TRUE
2489-control	FALSE	TRUE
2489-swap-1	FALSE	TRUE
2489-swap-2	FALSE	TRUE
2492	FALSE	TRUE
2492-control	FALSE	TRUE
2492-swap-1	FALSE	TRUE
2492-swap-2	FALSE	TRUE
2493	FALSE	TRUE
2493-control	FALSE	TRUE
2493-swap-1	FALSE	TRUE
2493-swap-2	FALSE	TRUE
2494	FALSE	TRUE
2494-control	FALSE	TRUE
2494-swap-1	FALSE	TRUE
2494-swap-2	FALSE	TRUE
2496	FALSE	TRUE
2496-control	FALSE	TRUE
2496-swap-1	FALSE	TRUE
2496-swap-2	FALSE	TRUE
2497	TRUE	FALSE
2497-control	TRUE	FALSE
2497-swap-1	TRUE	FALSE
2497-swap-2	TRUE	FALSE
2502	TRUE	FALSE
2502-control	TRUE	FALSE
2502-swap-1	TRUE	FALSE
2502-swap-2	TRUE	FALSE
2503	TRUE	TRUE
2503-control	TRUE	TRUE
2503-swap-1	TRUE	TRUE
2503-swap-2	TRUE	TRUE
2504	TRUE	TRUE
2504-control	TRUE	TRUE
2504-swap-1	TRUE	TRUE
2504-swap-2	TRUE	TRUE
2505	TRUE	TRUE
2505-control	TRUE	TRUE
2505-swap-1	TRUE	TRUE
2505-swap-2	TRUE	TRUE
2506	TRUE	FALSE
2506-control	TRUE	FALSE
2506-swap-1	TRUE	FALSE
2506-swap-2	TRUE	FALSE
2511	FALSE	FALSE
2511-control	FALSE	FALSE
2511-swap-1	FALSE	FALSE
2511-swap-2	FALSE	FALSE
2516	FALSE	TRUE
2516-control	FALSE	TRUE
2516-swap-1	FALSE	TRUE
2516-swap-2	FALSE	TRUE
2517	FALSE	TRUE
2517-control	FALSE	TRUE
2517-swap-1	FALSE	TRUE
2517-swap-2	FALSE	TRUE
2518	FALSE	TRUE
2518-control	FALSE	TRUE
2518-swap-1	FALSE	TRUE
2518-swap-2	FALSE	TRUE
2521	FALSE	FALSE
2521-control	FALSE	FALSE
2521-swap-1	FALSE	FALSE
2521-swap-2	FALSE	FALSE
2524	TRUE	FALSE
2524-control	TRUE	FALSE
2524-swap-1	TRUE	FALSE
2524-swap-2	TRUE	FALSE
2525	FALSE	TRUE
2525-control	FALSE	TRUE
2525-swap-1	FALSE	TRUE
2525-swap-2	FALSE	TRUE
2526	FALSE	TRUE
2526-control	FALSE	TRUE
2526-swap-1	FALSE	TRUE
2526-swap-2	FALSE	TRUE
2529	FALSE	FALSE
2529-control	FALSE	FALSE
2529-swap-1	FALSE	FALSE
2529-swap-2	FALSE	FALSE
2532	FALSE	TRUE
2532-control	FALSE	TRUE
2532-swap-1	FALSE	TRUE
2532-swap-2	FALSE	TRUE
2533	FALSE	TRUE
2533-control	FALSE	TRUE
2533-swap-1	FALSE	TRUE
2533-swap-2	FALSE	TRUE
2534	FALSE	FALSE
2534-control	FALSE	FALSE
2534-swap-1	FALSE	FALSE
2534-swap-2	FALSE	FALSE
2535	FALSE	FALSE
2535-control	FALSE	FALSE
2535-swap-1	FALSE	FALSE
2535-swap-2	FALSE	FALSE
2537	FALSE	FALSE
2537-control	FALSE	FALSE
2537-swap-1	TRUE	FALSE
2537-swap-2	TRUE	FALSE
2538	TRUE	FALSE
2538-control	TRUE	FALSE
2538-swap-1	TRUE	FALSE
2538-swap-2	TRUE	FALSE
2540	FALSE	FALSE
2540-control	FALSE	FALSE
2540-swap-1	FALSE	FALSE
2540-swap-2	FALSE	FALSE
2542	FALSE	TRUE
2542-control	FALSE	TRUE
2542-swap-1	FALSE	TRUE
2542-swap-2	FALSE	TRUE
2543	TRUE	FALSE
2543-control	TRUE	FALSE
2543-swap-1	TRUE	FALSE
2543-swap-2	TRUE	FALSE
2545	FALSE	TRUE
2545-control	TRUE	TRUE
2545-swap-1	TRUE	TRUE
2545-swap-2	TRUE	FALSE
2547	FALSE	TRUE
2547-control	FALSE	TRUE
2547-swap-1	FALSE	TRUE
2547-swap-2	FALSE	TRUE
2548	FALSE	FALSE
2548-control	FALSE	FALSE
2548-swap-1	FALSE	FALSE
2548-swap-2	FALSE	FALSE
2549	FALSE	TRUE
2549-control	FALSE	TRUE
2549-swap-1	FALSE	TRUE
2549-swap-2	FALSE	TRUE
2551	TRUE	FALSE
2551-control	TRUE	FALSE
2551-swap-1	TRUE	FALSE
2551-swap-2	TRUE	FALSE
2564	TRUE	FALSE
2564-control	TRUE	FALSE
2564-swap-1	TRUE	FALSE
2564-swap-2	TRUE	FALSE
2565	TRUE	FALSE
2565-control	TRUE	FALSE
2565-swap-1	TRUE	FALSE
2565-swap-2	TRUE	FALSE
2572	TRUE	FALSE
2572-control	TRUE	FALSE
2572-swap-1	TRUE	FALSE
2572-swap-2	TRUE	FALSE
2574	FALSE	TRUE
2574-control	FALSE	TRUE
2574-swap-1	FALSE	TRUE
2574-swap-2	FALSE	TRUE
2575	TRUE	FALSE
2575-control	TRUE	FALSE
2575-swap-1	TRUE	FALSE
2575-swap-2	TRUE	FALSE
2577	FALSE	TRUE
2577-control	FALSE	TRUE
2577-swap-1	FALSE	TRUE
2577-swap-2	FALSE	TRUE
2578	FALSE	TRUE
2578-control	FALSE	TRUE
2578-swap-1	FALSE	TRUE
2578-swap-2	FALSE	TRUE
2582	FALSE	FALSE
2582-control	FALSE	FALSE
2582-swap-1	FALSE	FALSE
2582-swap-2	FALSE	FALSE
2585	FALSE	TRUE
2585-control	FALSE	TRUE
2585-swap-1	FALSE	TRUE
2585-swap-2	FALSE	TRUE
2586	FALSE	TRUE
2586-control	FALSE	TRUE
2586-swap-1	FALSE	TRUE
2586-swap-2	FALSE	TRUE
2588	TRUE	FALSE
2588-control	TRUE	FALSE
2588-swap-1	TRUE	FALSE
2588-swap-2	TRUE	FALSE
2589	TRUE	FALSE
2589-control	TRUE	FALSE
2589-swap-1	TRUE	FALSE
2589-swap-2	TRUE	FALSE
2592	FALSE	TRUE
2592-control	FALSE	TRUE
2592-swap-1	FALSE	TRUE
2592-swap-2	FALSE	TRUE
2603	FALSE	TRUE
2603-control	FALSE	TRUE
2603-swap-1	FALSE	TRUE
2603-swap-2	FALSE	TRUE
2604	FALSE	TRUE
2604-control	FALSE	TRUE
2604-swap-1	FALSE	TRUE
2604-swap-2	FALSE	TRUE
2605	FALSE	TRUE
2605-control	FALSE	TRUE
2605-swap-1	FALSE	TRUE
2605-swap-2	FALSE	TRUE
2606	FALSE	TRUE
2606-control	FALSE	TRUE
2606-swap-1	FALSE	TRUE
2606-swap-2	FALSE	TRUE
2609	FALSE	FALSE
2609-control	FALSE	FALSE
2609-swap-1	FALSE	FALSE
2609-swap-2	FALSE	FALSE
2613	FALSE	TRUE
2613-control	TRUE	TRUE
2613-swap-1	FALSE	TRUE
2613-swap-2	FALSE	TRUE
2618	FALSE	FALSE
2618-control	FALSE	FALSE
2618-swap-1	FALSE	FALSE
2618-swap-2	FALSE	FALSE
2620	FALSE	TRUE
2620-control	FALSE	TRUE
2620-swap-1	FALSE	TRUE
2620-swap-2	FALSE	TRUE
2625	FALSE	FALSE
2625-control	FALSE	FALSE
2625-swap-1	FALSE	FALSE
2625-swap-2	FALSE	FALSE
2626	FALSE	TRUE
2626-control	FALSE	TRUE
2626-swap-1	FALSE	TRUE
2626-swap-2	FALSE	TRUE
2627	TRUE	TRUE
2627-control	TRUE	TRUE
2627-swap-1	TRUE	TRUE
2627-swap-2	TRUE	TRUE
2633	FALSE	FALSE
2633-control	FALSE	FALSE
2633-swap-1	FALSE	FALSE
2633-swap-2	FALSE	FALSE
2634	TRUE	FALSE
2634-control	TRUE	FALSE
2634-swap-1	TRUE	FALSE
2634-swap-2	TRUE	FALSE
2635	FALSE	FALSE
2635-control	FALSE	FALSE
2635-swap-1	FALSE	FALSE
2635-swap-2	FALSE	FALSE
2636	TRUE	FALSE
2636-control	TRUE	FALSE
2636-swap-1	TRUE	FALSE
2636-swap-2	TRUE	FALSE
2638	TRUE	FALSE
2638-control	TRUE	FALSE
2638-swap-1	TRUE	FALSE
2638-swap-2	TRUE	FALSE
2639	TRUE	FALSE
2639-control	TRUE	FALSE
2639-swap-1	TRUE	FALSE
2639-swap-2	TRUE	FALSE
2640	TRUE	FALSE
2640-control	TRUE	FALSE
2640-swap-1	TRUE	FALSE
2640-swap-2	TRUE	FALSE
2641	FALSE	TRUE
2641-control	FALSE	TRUE
2641-swap-1	FALSE	TRUE
2641-swap-2	FALSE	TRUE
2642	FALSE	TRUE
2642-control	FALSE	TRUE
2642-swap-1	FALSE	TRUE
2642-swap-2	FALSE	TRUE
2644	TRUE	FALSE
2644-control	TRUE	FALSE
2644-swap-1	TRUE	FALSE
2644-swap-2	TRUE	FALSE
2647	TRUE	FALSE
2647-control	FALSE	TRUE
2647-swap-1	FALSE	FALSE
2647-swap-2	FALSE	TRUE
2651	TRUE	FALSE
2651-control	TRUE	FALSE
2651-swap-1	TRUE	FALSE
2651-swap-2	TRUE	FALSE
2652	TRUE	FALSE
2652-control	TRUE	FALSE
2652-swap-1	TRUE	FALSE
2652-swap-2	TRUE	FALSE
2653	TRUE	FALSE
2653-control	TRUE	FALSE
2653-swap-1	TRUE	FALSE
2653-swap-2	TRUE	FALSE
2655	FALSE	FALSE
2655-control	FALSE	FALSE
2655-swap-1	FALSE	FALSE
2655-swap-2	FALSE	FALSE
2657	FALSE	TRUE
2657-control	FALSE	TRUE
2657-swap-1	FALSE	TRUE
2657-swap-2	FALSE	TRUE
2659	FALSE	TRUE
2659-control	FALSE	TRUE
2659-swap-1	FALSE	TRUE
2659-swap-2	FALSE	TRUE
2662	FALSE	TRUE
2662-control	FALSE	TRUE
2662-swap-1	FALSE	TRUE
2662-swap-2	FALSE	TRUE
2664	FALSE	FALSE
2664-control	FALSE	FALSE
2664-swap-1	FALSE	FALSE
2664-swap-2	FALSE	FALSE
2665	FALSE	FALSE
2665-control	FALSE	FALSE
2665-swap-1	FALSE	FALSE
2665-swap-2	FALSE	FALSE
2668	FALSE	TRUE
2668-control	FALSE	TRUE
2668-swap-1	FALSE	TRUE
2668-swap-2	FALSE	TRUE
2669	FALSE	TRUE
2669-control	FALSE	TRUE
2669-swap-1	FALSE	TRUE
2669-swap-2	FALSE	TRUE
2670	FALSE	TRUE
2670-control	FALSE	TRUE
2670-swap-1	FALSE	TRUE
2670-swap-2	FALSE	TRUE
2671	FALSE	TRUE
2671-control	FALSE	TRUE
2671-swap-1	FALSE	TRUE
2671-swap-2	FALSE	TRUE
2672	FALSE	FALSE
2672-control	FALSE	FALSE
2672-swap-1	FALSE	FALSE
2672-swap-2	FALSE	FALSE
2673	FALSE	TRUE
2673-control	FALSE	TRUE
2673-swap-1	FALSE	TRUE
2673-swap-2	FALSE	TRUE
2674	FALSE	TRUE
2674-control	FALSE	TRUE
2674-swap-1	FALSE	TRUE
2674-swap-2	FALSE	TRUE
2675	FALSE	TRUE
2675-control	FALSE	TRUE
2675-swap-1	FALSE	TRUE
2675-swap-2	FALSE	TRUE
2676	FALSE	TRUE
2676-control	FALSE	TRUE
2676-swap-1	FALSE	TRUE
2676-swap-2	FALSE	TRUE
2677	FALSE	FALSE
2677-control	FALSE	FALSE
2677-swap-1	FALSE	FALSE
2677-swap-2	FALSE	FALSE
2680	FALSE	TRUE
2680-control	FALSE	TRUE
2680-swap-1	FALSE	TRUE
2680-swap-2	FALSE	TRUE
2681	FALSE	TRUE
2681-control	FALSE	TRUE
2681-swap-1	FALSE	TRUE
2681-swap-2	FALSE	TRUE
2685	FALSE	FALSE
2685-control	FALSE	FALSE
2685-swap-1	FALSE	FALSE
2685-swap-2	FALSE	FALSE
2686	FALSE	FALSE
2686-control	FALSE	FALSE
2686-swap-1	FALSE	FALSE
2686-swap-2	FALSE	FALSE
2687	FALSE	FALSE
2687-control	FALSE	FALSE
2687-swap-1	FALSE	FALSE
2687-swap-2	FALSE	FALSE
2688	FALSE	TRUE
2688-control	FALSE	TRUE
2688-swap-1	FALSE	TRUE
2688-swap-2	FALSE	TRUE
2689	TRUE	FALSE
2689-control	FALSE	TRUE
2689-swap-1	FALSE	TRUE
2689-swap-2	FALSE	TRUE
2690	TRUE	TRUE
2690-control	TRUE	TRUE
2690-swap-1	TRUE	TRUE
2690-swap-2	TRUE	TRUE
2691	FALSE	TRUE
2691-control	FALSE	TRUE
2691-swap-1	FALSE	TRUE
2691-swap-2	FALSE	TRUE
2692	FALSE	TRUE
2692-control	FALSE	TRUE
2692-swap-1	FALSE	TRUE
2692-swap-2	FALSE	TRUE
2694	FALSE	TRUE
2694-control	TRUE	TRUE
2694-swap-1	FALSE	TRUE
2694-swap-2	FALSE	TRUE
2695	FALSE	TRUE
2695-control	FALSE	TRUE
2695-swap-1	FALSE	TRUE
2695-swap-2	FALSE	TRUE
2700	TRUE	FALSE
2700-control	TRUE	FALSE
2700-swap-1	FALSE	FALSE
2700-swap-2	TRUE	FALSE
2701	FALSE	TRUE
2701-control	FALSE	TRUE
2701-swap-1	FALSE	TRUE
2701-swap-2	FALSE	TRUE
2702	FALSE	TRUE
2702-control	FALSE	TRUE
2702-swap-1	FALSE	TRUE
2702-swap-2	FALSE	TRUE
2703	FALSE	TRUE
2703-control	FALSE	TRUE
2703-swap-1	FALSE	TRUE
2703-swap-2	FALSE	TRUE
2704	TRUE	FALSE
2704-control	TRUE	FALSE
2704-swap-1	TRUE	FALSE
2704-swap-2	TRUE	FALSE
2705	TRUE	FALSE
2705-control	TRUE	FALSE
2705-swap-1	TRUE	FALSE
2705-swap-2	TRUE	FALSE
2706	FALSE	TRUE
2706-control	FALSE	TRUE
2706-swap-1	FALSE	TRUE
2706-swap-2	TRUE	TRUE
2708	TRUE	FALSE
2708-control	TRUE	FALSE
2708-swap-1	TRUE	FALSE
2708-swap-2	TRUE	FALSE
2715	TRUE	FALSE
2715-control	TRUE	FALSE
2715-swap-1	TRUE	FALSE
2715-swap-2	TRUE	FALSE
2716	TRUE	FALSE
2716-control	TRUE	FALSE
2716-swap-1	TRUE	FALSE
2716-swap-2	TRUE	FALSE
2717	FALSE	TRUE
2717-control	FALSE	TRUE
2717-swap-1	FALSE	TRUE
2717-swap-2	FALSE	TRUE
2720	TRUE	FALSE
2720-control	TRUE	FALSE
2720-swap-1	TRUE	FALSE
2720-swap-2	TRUE	FALSE
2731	TRUE	FALSE
2731-control	TRUE	FALSE
2731-swap-1	TRUE	FALSE
2731-swap-2	TRUE	FALSE
2732	FALSE	FALSE
2732-control	FALSE	FALSE
2732-swap-1	FALSE	FALSE
2732-swap-2	FALSE	FALSE
2734	FALSE	TRUE
2734-control	FALSE	TRUE
2734-swap-1	FALSE	TRUE
2734-swap-2	FALSE	TRUE
2735	FALSE	TRUE
2735-control	FALSE	TRUE
2735-swap-1	FALSE	TRUE
2735-swap-2	FALSE	TRUE
2738	TRUE	FALSE
2738-control	TRUE	FALSE
2738-swap-1	FALSE	TRUE
2738-swap-2	TRUE	FALSE
2741	TRUE	FALSE
2741-control	TRUE	FALSE
2741-swap-1	TRUE	FALSE
2741-swap-2	TRUE	FALSE
2743	TRUE	FALSE
2743-control	TRUE	FALSE
2743-swap-1	TRUE	FALSE
2743-swap-2	TRUE	FALSE
2744	FALSE	TRUE
2744-control	TRUE	TRUE
2744-swap-1	FALSE	TRUE
2744-swap-2	FALSE	TRUE
2748	FALSE	TRUE
2748-control	FALSE	TRUE
2748-swap-1	FALSE	TRUE
2748-swap-2	FALSE	TRUE
2749	FALSE	TRUE
2749-control	FALSE	TRUE
2749-swap-1	FALSE	TRUE
2749-swap-2	FALSE	TRUE
2751	FALSE	FALSE
2751-control	FALSE	FALSE
2751-swap-1	FALSE	FALSE
2751-swap-2	FALSE	FALSE
2753	FALSE	TRUE
2753-control	FALSE	TRUE
2753-swap-1	FALSE	TRUE
2753-swap-2	FALSE	TRUE
2754	FALSE	TRUE
2754-control	FALSE	TRUE
2754-swap-1	FALSE	TRUE
2754-swap-2	FALSE	TRUE
2755	FALSE	FALSE
2755-control	FALSE	FALSE
2755-swap-1	FALSE	FALSE
2755-swap-2	FALSE	FALSE
2757	FALSE	TRUE
2757-control	FALSE	TRUE
2757-swap-1	FALSE	TRUE
2757-swap-2	FALSE	TRUE
2759	FALSE	TRUE
2759-control	FALSE	TRUE
2759-swap-1	FALSE	TRUE
2759-swap-2	FALSE	TRUE
2760	FALSE	TRUE
2760-control	FALSE	TRUE
2760-swap-1	FALSE	TRUE
2760-swap-2	FALSE	TRUE
2764	TRUE	FALSE
2764-control	TRUE	FALSE
2764-swap-1	TRUE	FALSE
2764-swap-2	TRUE	FALSE
2765	FALSE	TRUE
2765-control	FALSE	TRUE
2765-swap-1	FALSE	TRUE
2765-swap-2	FALSE	TRUE
2768	FALSE	TRUE
2768-control	TRUE	TRUE
2768-swap-1	FALSE	TRUE
2768-swap-2	FALSE	TRUE
2770	FALSE	FALSE
2770-control	FALSE	FALSE
2770-swap-1	FALSE	FALSE
2770-swap-2	FALSE	FALSE
2771	FALSE	FALSE
2771-control	FALSE	FALSE
2771-swap-1	FALSE	FALSE
2771-swap-2	FALSE	FALSE
2775	TRUE	FALSE
2775-control	TRUE	FALSE
2775-swap-1	TRUE	FALSE
2775-swap-2	TRUE	FALSE
2779	TRUE	TRUE
2779-control	TRUE	TRUE
2779-swap-1	FALSE	TRUE
2779-swap-2	TRUE	FALSE
2783	FALSE	TRUE
2783-control	FALSE	TRUE
2783-swap-1	FALSE	TRUE
2783-swap-2	FALSE	FALSE
2785	FALSE	TRUE
2785-control	FALSE	TRUE
2785-swap-1	FALSE	TRUE
2785-swap-2	FALSE	TRUE
2786	FALSE	TRUE
2786-control	FALSE	TRUE
2786-swap-1	FALSE	TRUE
2786-swap-2	FALSE	TRUE
2788	FALSE	TRUE
2788-control	FALSE	TRUE
2788-swap-1	FALSE	TRUE
2788-swap-2	FALSE	TRUE
2789	FALSE	TRUE
2789-control	FALSE	TRUE
2789-swap-1	FALSE	TRUE
2789-swap-2	FALSE	TRUE
2791	FALSE	TRUE
2791-control	FALSE	TRUE
2791-swap-1	FALSE	TRUE
2791-swap-2	FALSE	TRUE
2792	FALSE	TRUE
2792-control	FALSE	TRUE
2792-swap-1	FALSE	TRUE
2792-swap-2	FALSE	TRUE
2793	FALSE	TRUE
2793-control	FALSE	TRUE
2793-swap-1	FALSE	TRUE
2793-swap-2	FALSE	TRUE
2795	FALSE	FALSE
2795-control	FALSE	FALSE
2795-swap-1	FALSE	FALSE
2795-swap-2	FALSE	FALSE
2797	FALSE	TRUE
2797-control	FALSE	TRUE
2797-swap-1	FALSE	TRUE
2797-swap-2	FALSE	TRUE
2799	TRUE	TRUE
2799-control	TRUE	TRUE
2799-swap-1	TRUE	TRUE
2799-swap-2	TRUE	TRUE